date,monthly_rate,warning_level,warning_color
2016-09-10,4.7764502738402825,0,green
2016-09-11,4.577509035398634,0,green
2016-09-12,4.374648749845619,0,green
2016-09-13,4.168703489081395,0,green
2016-09-14,3.9605073250054375,0,green
2016-09-15,3.750894329517905,0,green
2016-09-16,3.5406985745183874,0,green
2016-09-17,3.3307541319069287,0,green
2016-09-18,3.121895073583346,0,green
2016-09-19,2.9149554714472288,0,green
2016-09-20,2.7107693973987352,0,green
2016-09-21,2.5101709233376823,0,green
2016-09-22,2.313994121163887,0,green
2016-09-23,2.1230730627771663,0,green
2016-09-24,1.938241820077451,0,green
2016-09-25,1.7603344649643304,0,green
2016-09-26,1.5901850693379629,0,green
2016-09-27,1.4286277050980516,0,green
2016-09-28,1.2764964441442999,0,green
2016-09-29,1.1346253583769794,0,green
2016-09-30,1.0038485196955662,0,green
2016-10-01,0.8849999999999909,0,green
2016-10-02,0.7786859726326156,0,green
2016-10-03,0.6846010167053009,0,green
2016-10-04,0.6022118127726799,0,green
2016-10-05,0.5309850413885897,0,green
2016-10-06,0.47038738310811823,0,green
2016-10-07,0.4198855184852164,0,green
2016-10-08,0.3789461280746309,0,green
2016-10-09,0.34703589243042643,0,green
2016-10-10,0.32362149210700863,0,green
2016-10-11,0.3081696076590106,0,green
2016-10-12,0.3001469196406106,0,green
2016-10-13,0.2990201086064417,0,green
2016-10-14,0.3042558551106822,0,green
2016-10-15,0.31532083970773783,0,green
2016-10-16,0.33168174295212793,0,green
2016-10-17,0.3528052453982582,0,green
2016-10-18,0.3781580276004206,0,green
2016-10-19,0.40720677011302087,0,green
2016-10-20,0.439418153490692,0,green
2016-10-21,0.474258858287385,0,green
2016-10-22,0.5111955650578466,0,green
2016-10-23,0.549694954356255,0,green
2016-10-24,0.5892237067373571,0,green
2016-10-25,0.6292485027551038,0,green
2016-10-26,0.6692360229641281,0,green
2016-10-27,0.7086529479189494,0,green
2016-10-28,0.746965958173746,0,green
2016-10-29,0.7836417342828099,0,green
2016-10-30,0.8181469568011153,0,green
2016-10-31,0.8499483062822719,0,green
2016-11-01,0.8786013498555576,0,green
2016-11-02,0.9040522664467971,0,green
2016-11-03,0.9264763835590202,0,green
2016-11-04,0.94608409419493,0,green
2016-11-05,0.9630857913579121,0,green
2016-11-06,0.9776918680506697,0,green
2016-11-07,0.9901127172765882,0,green
2016-11-08,1.0005587320385985,0,green
2016-11-09,1.0092403053400858,0,green
2016-11-10,1.0163678301838672,0,green
2016-11-11,1.0221516995732145,0,green
2016-11-12,1.0268023065109446,0,green
2016-11-13,1.030530044000443,0,green
2016-11-14,1.0335453050446404,0,green
2016-11-15,1.0360584826466948,0,green
2016-11-16,1.0382799698095369,0,green
2016-11-17,1.040420159536552,0,green
2016-11-18,1.0426894448305575,0,green
2016-11-19,1.0452982186948248,0,green
2016-11-20,1.0484568741323983,0,green
2016-11-21,1.0523758041463225,0,green
2016-11-22,1.0572654017397554,0,green
2016-11-23,1.0633360599157413,0,green
2016-11-24,1.0707981716773247,0,green
2016-11-25,1.0798621300276636,0,green
2016-11-26,1.090738327969916,0,green
2016-11-27,1.1036371585070128,0,green
2016-11-28,1.1187690146422256,0,green
2016-11-29,1.1363442893783713,0,green
2016-11-30,1.1565733757189491,0,green
2016-12-01,1.1796666666666624,0,green
2016-12-02,1.2057222748762797,0,green
2016-12-03,1.234389191608102,0,green
2016-12-04,1.2652041277738135,0,green
2016-12-05,1.297703794285212,0,green
2016-12-06,1.3314249020540956,0,green
2016-12-07,1.3659041619921481,0,green
2016-12-08,1.400678285011395,0,green
2016-12-09,1.435283982023293,0,green
2016-12-10,1.4692579639397536,0,green
2016-12-11,1.5021369416726884,0,green
2016-12-12,1.5334576261335542,0,green
2016-12-13,1.5627567282344899,0,green
2016-12-14,1.589570958887066,0,green
2016-12-15,1.6134370290029665,0,green
2016-12-16,1.6338916494942168,0,green
2016-12-17,1.6504715312722738,0,green
2016-12-18,1.6627133852493898,0,green
2016-12-19,1.6701539223367945,0,green
2016-12-20,1.6723298534463993,0,green
2016-12-21,1.6687778894902294,0,green
2016-12-22,1.6590347413798554,0,green
2016-12-23,1.6426371200269614,0,green
2016-12-24,1.6191217363436863,0,green
2016-12-25,1.5880253012416006,0,green
2016-12-26,1.548884525632161,0,green
2016-12-27,1.501236120427734,0,green
2016-12-28,1.4446167965395489,0,green
2016-12-29,1.3785632648797446,0,green
2016-12-30,1.3026122363600052,0,green
2016-12-31,1.2163004218921287,0,green
2017-01-01,1.1192417472357192,0,green
2017-01-02,1.011643762959693,0,green
2017-01-03,0.8949302961486865,0,green
2017-01-04,0.7708099393040584,0,green
2017-01-05,0.6409912849276225,0,green
2017-01-06,0.5071829255202829,0,green
2017-01-07,0.3710934535837396,0,green
2017-01-08,0.2344314616191241,0,green
2017-01-09,0.0989055421281364,0,green
2017-01-10,-0.033775712387978274,0,green
2017-01-11,-0.16190370942751997,0,green
2017-01-12,-0.28376985648935715,0,green
2017-01-13,-0.39766556107190354,0,green
2017-01-14,-0.5018822306736865,0,green
2017-01-15,-0.5947112727934609,0,green
2017-01-16,-0.6744440949296404,0,green
2017-01-17,-0.7393721045808661,0,green
2017-01-18,-0.7877867092457791,0,green
2017-01-19,-0.8179793164226794,0,green
2017-01-20,-0.8282413336104355,0,green
2017-01-21,-0.8168641683075748,0,green
2017-01-22,-0.7821392280126247,0,green
2017-01-23,-0.7223579202239989,0,green
2017-01-24,-0.6358116524406796,0,green
2017-01-25,-0.5207918321608531,0,green
2017-01-26,-0.3755898668832742,0,green
2017-01-27,-0.19849716410635665,0,green
2017-01-28,0.012194868671031145,0,green
2017-01-29,0.2581948239505891,0,green
2017-01-30,0.5412112942335625,0,green
2017-01-31,0.862952872021765,0,green
2017-02-01,1.2248433843991506,0,green
2017-02-02,1.6266823241435304,0,green
2017-02-03,2.066043328056935,0,green
2017-02-04,2.5400147603021423,0,green
2017-02-05,3.0456849850424987,0,green
2017-02-06,3.5801423664402137,0,green
2017-02-07,4.140475268658406,0,green
2017-02-08,4.72377205585974,0,green
2017-02-09,5.327121092207108,0,green
2017-02-10,5.947610741863286,0,green
2017-02-11,6.582329368991168,0,green
2017-02-12,7.2283653377534165,0,green
2017-02-13,7.88280701231281,0,green
2017-02-14,8.542742756832354,0,green
2017-02-15,9.205260935474826,0,green
2017-02-16,9.867449912402776,0,green
2017-02-17,10.526398051779324,0,green
2017-02-18,11.179193717767248,0,green
2017-02-19,11.822925274528984,0,green
2017-02-20,12.454681086227879,0,green
2017-02-21,13.07154951702637,0,green
2017-02-22,13.670618931087347,0,green
2017-02-23,14.248977692573817,0,green
2017-02-24,14.803714165648216,0,green
2017-02-25,15.331916714473778,0,green
2017-02-26,15.830673703212938,0,green
2017-02-27,16.297073496028702,0,green
2017-02-28,16.728204457083734,0,green
2017-03-01,17.121154950540927,0,green
2017-03-02,17.473334505663956,0,green
2017-03-03,17.78343731212101,0,green
2017-03-04,18.05096399731997,0,green
2017-03-05,18.27735627922766,0,green
2017-03-06,18.464541148449598,0,green
2017-03-07,18.61444559559186,0,green
2017-03-08,18.728996611260527,0,green
2017-03-09,18.810121186061906,0,green
2017-03-10,18.859746310601395,0,green
2017-03-11,18.8797989754853,0,green
2017-03-12,18.872206171319363,0,green
2017-03-13,18.83889488870966,0,green
2017-03-14,18.781792118262274,0,green
2017-03-15,18.702824850583056,0,green
2017-03-16,18.603920076277745,0,green
2017-03-17,18.487004785952763,0,green
2017-03-18,18.354005970213848,0,green
2017-03-19,18.206850619666966,0,green
2017-03-20,18.04746572491797,0,green
2017-03-21,17.877778276573167,0,green
2017-03-22,17.69971526523807,0,green
2017-03-23,17.515203681519097,0,green
2017-03-24,17.32617051602199,0,green
2017-03-25,17.1345427593526,0,green
2017-03-26,16.942247402117005,0,green
2017-03-27,16.751211434921174,0,green
2017-03-28,16.5633618483713,0,green
2017-03-29,16.380625633073123,0,green
2017-03-30,16.204929779632607,0,green
2017-03-31,16.03820127865572,0,green
2017-04-01,15.882045955647527,0,green
2017-04-02,15.736794460062242,0,green
2017-04-03,15.602494213666773,0,green
2017-04-04,15.479202122581,0,green
2017-04-05,15.366975092925372,0,green
2017-04-06,15.265870030819997,0,green
2017-04-07,15.175943842384754,0,green
2017-04-08,15.097253433739752,0,green
2017-04-09,15.029855711005325,0,green
2017-04-10,14.973807580301582,0,green
2017-04-11,14.929165947748515,0,green
2017-04-12,14.895987719466234,0,green
2017-04-13,14.874329801575072,0,green
2017-04-14,14.864249100194911,0,green
2017-04-15,14.865802521446085,0,green
2017-04-16,14.879046971448702,0,green
2017-04-17,14.904039356322528,0,green
2017-04-18,14.940836582188126,0,green
2017-04-19,14.98949555516549,0,green
2017-04-20,15.050073181374614,0,green
2017-04-21,15.122626366935833,0,green
2017-04-22,15.207212017969027,0,green
2017-04-23,15.303887040594532,0,green
2017-04-24,15.41270834093234,0,green
2017-04-25,15.533732825102675,0,green
2017-04-26,15.667017399225642,0,green
2017-04-27,15.812618969421123,0,green
2017-04-28,15.970594441809567,0,green
2017-04-29,16.141000722510967,0,green
2017-04-30,16.323894717645658,0,green
2017-05-01,16.519333333333293,0,green
2017-05-02,16.727234620410172,0,green
2017-05-03,16.946961208576,0,green
2017-05-04,17.177736872245987,0,green
2017-05-05,17.41878538583569,0,green
2017-05-06,17.669330523760436,0,green
2017-05-07,17.928596060436007,0,green
2017-05-08,18.19580577027739,0,green
2017-05-09,18.470183427700476,0,green
2017-05-10,18.750952807120484,0,green
2017-05-11,19.037337682952966,0,green
2017-05-12,19.328561829613363,0,green
2017-05-13,19.62384902151689,0,green
2017-05-14,19.92242303307944,0,green
2017-05-15,20.22350763871634,0,green
2017-05-16,20.52632661284258,1,yellow
2017-05-17,20.83010372987428,1,yellow
2017-05-18,21.134062764226428,1,yellow
2017-05-19,21.437427490314576,1,yellow
2017-05-20,21.73942168255428,1,yellow
2017-05-21,22.039269115361094,1,yellow
2017-05-22,22.336193563150346,1,yellow
2017-05-23,22.629418800337362,1,yellow
2017-05-24,22.918168601337698,1,yellow
2017-05-25,23.20166674056702,1,yellow
2017-05-26,23.479136992440317,1,yellow
2017-05-27,23.749803131373596,1,yellow
2017-05-28,24.012888931781845,1,yellow
2017-05-29,24.26761816808073,1,yellow
2017-05-30,24.51321461468558,1,yellow
2017-05-31,24.74890204601229,1,yellow
2017-06-01,24.974033607406454,1,yellow
2017-06-02,25.18843934114318,1,yellow
2017-06-03,25.39191631325093,1,yellow
2017-06-04,25.58422100296309,1,yellow
2017-06-05,25.76510988951361,1,yellow
2017-06-06,25.934339452136214,1,yellow
2017-06-07,26.09166617006497,1,yellow
2017-06-08,26.236846522533256,1,yellow
2017-06-09,26.36963698877514,1,yellow
2017-06-10,26.489794048024464,1,yellow
2017-06-11,26.59707417951472,1,yellow
2017-06-12,26.69123386248009,1,yellow
2017-06-13,26.77202957615407,1,yellow
2017-06-14,26.83921779977038,1,yellow
2017-06-15,26.892555012563207,1,yellow
2017-06-16,26.931797693766043,1,yellow
2017-06-17,26.956702322612728,1,yellow
2017-06-18,26.967025378337325,1,yellow
2017-06-19,26.96252334017322,1,yellow
2017-06-20,26.942952687354364,1,yellow
2017-06-21,26.908069899114594,1,yellow
2017-06-22,26.857631454687635,1,yellow
2017-06-23,26.79139383330744,1,yellow
2017-06-24,26.709113514207615,1,yellow
2017-06-25,26.610546976622004,1,yellow
2017-06-26,26.495450699784442,1,yellow
2017-06-27,26.363581162928654,1,yellow
2017-06-28,26.214694845288705,1,yellow
2017-06-29,26.04854822609809,1,yellow
2017-06-30,25.864897784590426,1,yellow
2017-07-01,25.6635,1,yellow
2017-07-02,25.444350460792748,1,yellow
2017-07-03,25.20840119236425,1,yellow
2017-07-04,24.956843329342973,1,yellow
2017-07-05,24.69086800635671,1,yellow
2017-07-06,24.411666358033926,1,yellow
2017-07-07,24.120429519002414,1,yellow
2017-07-08,23.818348623890415,1,yellow
2017-07-09,23.506614807326173,1,yellow
2017-07-10,23.18641920393759,1,yellow
2017-07-11,22.85895294835302,1,yellow
2017-07-12,22.52540717520037,1,yellow
2017-07-13,22.186973019107995,1,yellow
2017-07-14,21.84484161470391,1,yellow
2017-07-15,21.500204096616017,1,yellow
2017-07-16,21.154251599472786,1,yellow
2017-07-17,20.80817525790235,1,yellow
2017-07-18,20.463166206532378,0,green
2017-07-19,20.12041557999146,0,green
2017-07-20,19.781114512907607,0,green
2017-07-21,19.446454139908724,0,green
2017-07-22,19.117625595623167,0,green
2017-07-23,18.79582001467918,0,green
2017-07-24,18.48222853170455,0,green
2017-07-25,18.178042281327635,0,green
2017-07-26,17.88445239817645,0,green
2017-07-27,17.60265001687901,0,green
2017-07-28,17.333826272063448,0,green
2017-07-29,17.079172298358117,0,green
2017-07-30,16.83987923039126,0,green
2017-07-31,16.617138202790784,0,green
2017-08-01,16.411941827746546,0,green
2017-08-02,16.224413549377232,0,green
2017-08-03,16.05417797608368,0,green
2017-08-04,15.900784637947936,0,green
2017-08-05,15.763783065050688,0,green
2017-08-06,15.6427227874741,0,green
2017-08-07,15.53715333529965,0,green
2017-08-08,15.446624238608024,0,green
2017-08-09,15.370685027481727,0,green
2017-08-10,15.308885232001558,0,green
2017-08-11,15.260774382249224,0,green
2017-08-12,15.225902008306207,0,green
2017-08-13,15.203817640253874,0,green
2017-08-14,15.194070808174047,0,green
2017-08-15,15.19621104214798,0,green
2017-08-16,15.209787872256697,0,green
2017-08-17,15.234350828582478,0,green
2017-08-18,15.269449441206461,0,green
2017-08-19,15.3146332402099,0,green
2017-08-20,15.369451755674618,0,green
2017-08-21,15.433454517681866,0,green
2017-08-22,15.506191056313128,0,green
2017-08-23,15.587210901650224,0,green
2017-08-24,15.67606358377418,0,green
2017-08-25,15.772298632766706,0,green
2017-08-26,15.875465578709395,0,green
2017-08-27,15.985113951683616,0,green
2017-08-28,16.100793281770734,0,green
2017-08-29,16.222053099052232,0,green
2017-08-30,16.34844293360959,0,green
2017-08-31,16.479512315524516,0,green
2017-09-01,16.614885853198075,0,green
2017-09-02,16.75428353202699,0,green
2017-09-03,16.89668067059256,0,green
2017-09-04,17.040847651193303,0,green
2017-09-05,17.1855548561266,0,green
2017-09-06,17.3295726676904,0,green
2017-09-07,17.471671468183445,0,green
2017-09-08,17.61062163990266,0,green
2017-09-09,17.745193565146906,0,green
2017-09-10,17.874157626213673,0,green
2017-09-11,17.996284205401025,0,green
2017-09-12,18.11034368500691,0,green
2017-09-13,18.215106447329276,0,green
2017-09-14,18.309342874666072,0,green
2017-09-15,18.39182334931536,0,green
2017-09-16,18.461318253574973,0,green
2017-09-17,18.516597969742975,0,green
2017-09-18,18.556432880117427,0,green
2017-09-19,18.579593366996164,0,green
2017-09-20,18.58484981267702,0,green
2017-09-21,18.570972599458173,0,green
2017-09-22,18.536732109637455,0,green
2017-09-23,18.48089872551293,0,green
2017-09-24,18.402242829382317,0,green
2017-09-25,18.299534803544134,0,green
2017-09-26,18.17154503029576,0,green
2017-09-27,18.01704389193526,0,green
2017-09-28,17.834801770761032,0,green
2017-09-29,17.623589049070688,0,green
2017-09-30,17.38217610916206,0,green
2017-10-01,17.109333333333325,0,green
2017-10-02,16.804396893413582,0,green
2017-10-03,16.468966119355855,0,green
2017-10-04,16.105206130644433,0,green
2017-10-05,15.71528204676406,0,green
2017-10-06,15.301358987198796,0,green
2017-10-07,14.86560207143259,0,green
2017-10-08,14.410176418950527,0,green
2017-10-09,13.9372471492361,0,green
2017-10-10,13.448979381774166,0,green
2017-10-11,12.9475382360489,0,green
2017-10-12,12.435088831544704,0,green
2017-10-13,11.913796287745754,0,green
2017-10-14,11.385825724136225,0,green
2017-10-15,10.853342260200861,0,green
2017-10-16,10.31851101542361,0,green
2017-10-17,9.783497109288874,0,green
2017-10-18,9.250465661281055,0,green
2017-10-19,8.72158179088433,0,green
2017-10-20,8.199010617583326,0,green
2017-10-21,7.684917260861994,0,green
2017-10-22,7.181466840204735,0,green
2017-10-23,6.690824475096065,0,green
2017-10-24,6.215155285020273,0,green
2017-10-25,5.756624389461194,0,green
2017-10-26,5.317396907903685,0,green
2017-10-27,4.8996379598320345,0,green
2017-10-28,4.505512664729963,0,green
2017-10-29,4.137186142082555,0,green
2017-10-30,3.7968235113739865,0,green
2017-10-31,3.486589892087977,0,green
2017-11-01,3.2082895504621547,0,green
2017-11-02,2.962048658872959,0,green
2017-11-03,2.746693812967237,0,green
2017-11-04,2.560816927521387,0,green
2017-11-05,2.4030099173112376,0,green
2017-11-06,2.2718646971138696,0,green
2017-11-07,2.1659731817044303,0,green
2017-11-08,2.083927285860227,0,green
2017-11-09,2.0243189243567485,0,green
2017-11-10,1.9857400119705062,0,green
2017-11-11,1.9667824634776707,0,green
2017-11-12,1.96603819365464,0,green
2017-11-13,1.9820991172775848,0,green
2017-11-14,2.013557149122903,0,green
2017-11-15,2.059004203966424,0,green
2017-11-16,2.1170321965847734,0,green
2017-11-17,2.1862330417537805,0,green
2017-11-18,2.265198654250298,0,green
2017-11-19,2.3525209488500423,0,green
2017-11-20,2.4467918403295243,0,green
2017-11-21,2.546603243464915,0,green
2017-11-22,2.6505470730324987,0,green
2017-11-23,2.7572152438082185,0,green
2017-11-24,2.8651996705688134,0,green
2017-11-25,2.973092268090113,0,green
2017-11-26,3.0794849511487428,0,green
2017-11-27,3.1829696345207594,0,green
2017-11-28,3.28213823298222,0,green
2017-11-29,3.3755826613094086,0,green
2017-11-30,3.461894834278951,0,green
2017-12-01,3.539666666666676,0,green
2017-12-02,3.6078049094847984,0,green
2017-12-03,3.6664756586886824,0,green
2017-12-04,3.7161598464693952,0,green
2017-12-05,3.757338405018345,0,green
2017-12-06,3.79049226652603,0,green
2017-12-07,3.8161023631843136,0,green
2017-12-08,3.8346496271839214,0,green
2017-12-09,3.8466149907163754,0,green
2017-12-10,3.8524793859722877,0,green
2017-12-11,3.852723745143294,0,green
2017-12-12,3.84782900042012,0,green
2017-12-13,3.8382760839942875,0,green
2017-12-14,3.8245459280566365,0,green
2017-12-15,3.8071194647986886,0,green
2017-12-16,3.7864776264111697,0,green
2017-12-17,3.763101345085488,0,green
2017-12-18,3.7374715530127105,0,green
2017-12-19,3.7100691823841316,0,green
2017-12-20,3.6813751653904774,0,green
2017-12-21,3.6518704342232695,0,green
2017-12-22,3.6220359210734614,0,green
2017-12-23,3.592352558132461,0,green
2017-12-24,3.5633012775913357,0,green
2017-12-25,3.5353630116411523,0,green
2017-12-26,3.5090186924727504,0,green
2017-12-27,3.4847492522777657,0,green
2017-12-28,3.4630356232470376,0,green
2017-12-29,3.444358737572088,0,green
2017-12-30,3.429199527443643,0,green
2017-12-31,3.4180389250528833,0,green
2018-01-01,3.4112777072259632,0,green
2018-01-02,3.4089286516450557,0,green
2018-01-03,3.4106548698946426,0,green
2018-01-04,3.4160520958763527,0,green
2018-01-05,3.4247160634921556,0,green
2018-01-06,3.4362425066435662,0,green
2018-01-07,3.4502271592319858,0,green
2018-01-08,3.46626575515927,0,green
2018-01-09,3.4839540283271617,0,green
2018-01-10,3.502887712636948,0,green
2018-01-11,3.522662541990826,0,green
2018-01-12,3.5428742502899695,0,green
2018-01-13,3.5631185714362346,0,green
2018-01-14,3.582991239331136,0,green
2018-01-15,3.6020879878766436,0,green
2018-01-16,3.620004550973931,0,green
2018-01-17,3.6363366625249682,0,green
2018-01-18,3.650680056431156,0,green
2018-01-19,3.662630466594578,0,green
2018-01-20,3.671783626916522,0,green
2018-01-21,3.6777352712987295,0,green
2018-01-22,3.680081133642716,0,green
2018-01-23,3.6784169478502236,0,green
2018-01-24,3.6723384478231083,0,green
2018-01-25,3.661441367462885,0,green
2018-01-26,3.645321440670955,0,green
2018-01-27,3.6235744013492877,0,green
2018-01-28,3.595795983399171,0,green
2018-01-29,3.5615819207228014,0,green
2018-01-30,3.520527947221467,0,green
2018-01-31,3.472229796796796,0,green
2018-02-01,3.416350581033612,0,green
2018-02-02,3.3530477143004873,0,green
2018-02-03,3.283445156856942,0,green
2018-02-04,3.2088916610134675,0,green
2018-02-05,3.1307359790807823,0,green
2018-02-06,3.050326863370401,0,green
2018-02-07,2.969013066192929,0,green
2018-02-08,2.8881433398593117,0,green
2018-02-09,2.809066436680496,0,green
2018-02-10,2.733131108967086,0,green
2018-02-11,2.6616861090302564,0,green
2018-02-12,2.5960801891808387,0,green
2018-02-13,2.5376621017300067,0,green
2018-02-14,2.487780598988138,0,green
2018-02-15,2.447784433266861,0,green
2018-02-16,2.419022356876326,0,green
2018-02-17,2.4028431221278197,0,green
2018-02-18,2.4005954813322887,0,green
2018-02-19,2.413628186800679,0,green
2018-02-20,2.4432899908435957,0,green
2018-02-21,2.490929645772326,0,green
2018-02-22,2.5578959038974745,0,green
2018-02-23,2.645537517529988,0,green
2018-02-24,2.755203238980812,0,green
2018-02-25,2.8882418205610065,0,green
2018-02-26,3.046002014581404,0,green
2018-02-27,3.2298325733528372,0,green
2018-02-28,3.441082249186252,0,green
2018-03-01,3.6810997943923667,0,green
2018-03-02,3.950881461872541,0,green
2018-03-03,4.250013506888081,0,green
2018-03-04,4.577504893239279,0,green
2018-03-05,4.931465416518222,0,green
2018-03-06,5.309780080266023,0,green
2018-03-07,5.71033388802357,0,green
2018-03-08,6.131011843331521,0,green
2018-03-09,6.569698949730537,0,green
2018-03-10,7.024280210761503,0,green
2018-03-11,7.492640629965308,0,green
2018-03-12,7.972665210882724,0,green
2018-03-13,8.462238957054751,0,green
2018-03-14,8.959246872021822,0,green
2018-03-15,9.461573959324824,0,green
2018-03-16,9.967105222504756,0,green
2018-03-17,10.473725665102165,0,green
2018-03-18,10.979320290658052,0,green
2018-03-19,11.481774102713302,0,green
2018-03-20,11.97897210480835,0,green
2018-03-21,12.46879930048408,0,green
2018-03-22,12.949140693281606,0,green
2018-03-23,13.41788128674159,0,green
2018-03-24,13.87290608440469,0,green
2018-03-25,14.312100089811679,0,green
2018-03-26,14.733348306503672,0,green
2018-03-27,15.134535738021214,0,green
2018-03-28,15.513547387905078,0,green
2018-03-29,15.868268259696265,0,green
2018-03-30,16.196583356935207,0,green
2018-03-31,16.49637768316336,0,green
2018-04-01,16.76588874133074,0,green
2018-04-02,17.005004899116216,0,green
2018-04-03,17.21493049196158,0,green
2018-04-04,17.397110722397997,0,green
2018-04-05,17.552990792955484,0,green
2018-04-06,17.684015906164632,0,green
2018-04-07,17.791631264555917,0,green
2018-04-08,17.877282070660044,0,green
2018-04-09,17.94241352700749,0,green
2018-04-10,17.98847083612884,0,green
2018-04-11,18.016899200554576,0,green
2018-04-12,18.02914382281506,0,green
2018-04-13,18.026649905441104,0,green
2018-04-14,18.010862650962963,0,green
2018-04-15,17.983227261911452,0,green
2018-04-16,17.945188940816934,0,green
2018-04-17,17.898192890209884,0,green
2018-04-18,17.843684312621008,0,green
2018-04-19,17.783108410580667,0,green
2018-04-20,17.71791038661945,0,green
2018-04-21,17.64953544326795,0,green
2018-04-22,17.579428783056528,0,green
2018-04-23,17.509035608515774,0,green
2018-04-24,17.439801122176505,0,green
2018-04-25,17.37317052656897,0,green
2018-04-26,17.310589024223532,0,green
2018-04-27,17.253501817671122,0,green
2018-04-28,17.20335410944199,0,green
2018-04-29,17.161591102066836,0,green
2018-04-30,17.129657998075913,0,green
2018-05-01,17.109000000000037,0,green
2018-05-02,17.100611337946816,0,green
2018-05-03,17.1036823523325,0,green
2018-05-04,17.11695241115035,0,green
2018-05-05,17.139160882393867,0,green
2018-05-06,17.16904713405654,0,green
2018-05-07,17.205350534131526,0,green
2018-05-08,17.24681045061243,0,green
2018-05-09,17.292166251492517,0,green
2018-05-10,17.34015730476517,0,green
2018-05-11,17.389522978423656,0,green
2018-05-12,17.43900264046181,0,green
2018-05-13,17.487335658872666,0,green
2018-05-14,17.533261401649725,0,green
2018-05-15,17.57551923678625,0,green
2018-05-16,17.612848532275734,0,green
2018-05-17,17.64398865611156,0,green
2018-05-18,17.66767897628688,0,green
2018-05-19,17.68265886079564,0,green
2018-05-20,17.687667677630884,0,green
2018-05-21,17.68144479478599,0,green
2018-05-22,17.662729580254336,0,green
2018-05-23,17.63026140202942,0,green
2018-05-24,17.582779628104504,0,green
2018-05-25,17.519023626472972,0,green
2018-05-26,17.437732765128317,0,green
2018-05-27,17.33764641206392,0,green
2018-05-28,17.21750393527327,0,green
2018-05-29,17.076044702749527,0,green
2018-05-30,16.91200808248618,0,green
2018-05-31,16.72413344247684,0,green
2018-06-01,16.511370256048963,0,green
2018-06-02,16.273784049907817,0,green
2018-06-03,16.01275298425128,0,green
2018-06-04,15.729930851316908,0,green
2018-06-05,15.426971443342154,0,green
2018-06-06,15.105528552564238,0,green
2018-06-07,14.76725597122072,0,green
2018-06-08,14.413807491549164,0,green
2018-06-09,14.046836905786904,0,green
2018-06-10,13.667998006171615,0,green
2018-06-11,13.278944584940177,0,green
2018-06-12,12.881330434330607,0,green
2018-06-13,12.476809346580012,0,green
2018-06-14,12.067035113926067,0,green
2018-06-15,11.653661528606108,0,green
2018-06-16,11.238342382857468,0,green
2018-06-17,10.822731468917937,0,green
2018-06-18,10.408482579024735,0,green
2018-06-19,9.997249505415084,0,green
2018-06-20,9.59068604032666,0,green
2018-06-21,9.190445975997022,0,green
2018-06-22,8.798183104663622,0,green
2018-06-23,8.415551218563678,0,green
2018-06-24,8.04420410993464,0,green
